order_id,order_date,city,category,product_name,quantity,unit_price,discount_pct,total_amount,customer_id,return_flag,sales_channel,payment_method
DT-20240160,2024-05-27,Enugu,Food & Drink,Protein Powder,1,32.22,0,32.22,CUST-0177,N,Online,Wallet
DT-20240450,2024-05-28,Jos,Food & Drink,Herbal Tea Pack,2,10.44,10,18.79,CUST-0001,N,In-Store,Card
DT-20240131,2024-05-30,Lagos,Books & Stationery,Fountain Pen,4,17.54,0,70.16,CUST-0052,Y,Online,Bank Transfer
DT-20240323,2024-05-30,Kano,Toys & Games,Building Blocks,5,30.15,10,135.68,CUST-0035,N,In-Store,Wallet
DT-20240472,2024-05-30,Lagos,Clothing,Ankara Dress,3,48.53,5,138.31,CUST-0141,Y,Online,Cash
DT-20240058,2024-05-31,Abuja,Home & Garden,Cookware Set,4,92.39,5,351.08,CUST-0046,N,In-Store,Cash
DT-20240308,2024-05-31,Abuja,Electronics,Power Bank,3,19.19,15,48.93,CUST-0013,N,Online,Bank Transfer
DT-20240011,2024-06-01,Benin City,Sports & Outdoors,Water Bottle,2,12.79,0,25.58,CUST-0130,N,Online,Cash
DT-20240166,2024-06-01,Port Harcourt,Beauty & Health,Vitamin C Serum,4,22.4,15,76.16,CUST-0028,Y,Online,Card
DT-20240273,2024-06-01,Abuja,Electronics,Smart Watch,3,130.41,15,332.55,CUST-0013,N,In-Store,Bank Transfer
DT-20240194,2024-06-02,Enugu,Clothing,Running Shoes,6,57.61,5,328.38,CUST-0021,N,Marketplace,Bank Transfer
DT-20240213,2024-06-02,Lagos,Sports & Outdoors,Water Bottle,2,13.16,0,26.32,CUST-0030,N,Online,Card
DT-20240106,2024-06-03,Owerri,Food & Drink,Herbal Tea Pack,1,10.36,0,10.36,CUST-0036,N,Online,Card
DT-20240413,2024-06-03,Lagos,Books & Stationery,Notebook A5,6,7.3,5,41.61,CUST-0057,N,Online,Wallet
DT-20240208,2024-06-04,Abuja,Sports & Outdoors,Water Bottle,4,12.46,10,44.86,CUST-0169,N,Online,Card
DT-20240301,2024-06-05,Lagos,Food & Drink,Protein Powder,5,29.37,0,146.85,CUST-0012,N,Online,Bank Transfer
DT-20240201,2024-06-06,Kano,Electronics,Smart Watch,2,135.99,0,271.98,CUST-0070,N,Online,
DT-20240007,2024-06-10,Lagos,Electronics,Wireless Headphones,2,52.72,0,105.44,CUST-0128,N,Marketplace,Bank Transfer
DT-20240471,2024-06-11,Abuja,Food & Drink,Coffee Beans 1kg,2,20.37,5,38.7,CUST-0174,N,Marketplace,Bank Transfer
DT-20240074,2024-06-13,Benin City,Food & Drink,Protein Powder,2,30.23,0,60.46,CUST-0179,N,Online,Card
DT-20240134,2024-06-13,Lagos,Clothing,Cotton T-Shirt,1,15.66,5,14.88,CUST-0084,N,Online,Bank Transfer
DT-20240284,2024-06-13,Abuja,Beauty & Health,Face Moisturiser,1,20.44,0,20.44,CUST-0107,N,Online,Cash
DT-20240315,2024-06-13,Abuja,Electronics,Smart Watch,2,132.03,5,250.86,CUST-0072,N,Online,Cash
DT-20240094,2024-06-14,Lagos,Sports & Outdoors,Yoga Mat,1,29.0,0,29.0,CUST-0068,N,In-Store,Card
DT-20240325,2024-06-14,Enugu,Toys & Games,Board Game,3,37.7,20,90.48,CUST-0091,N,In-Store,Bank Transfer
DT-20240398,2024-06-14,Lagos,Electronics,Wireless Headphones,6,50.88,5,290.02,CUST-0011,N,In-Store,Card
DT-20240491,2024-06-14,Abuja,Electronics,USB-C Hub,1,26.74,0,26.74,CUST-0019,N,Online,Cash
DT-20240054,2024-06-15,Lagos,Toys & Games,Board Game,3,36.65,10,98.95,CUST-0055,N,Online,Bank Transfer
DT-20240173,2024-06-16,Benin City,Clothing,Cotton T-Shirt,2,14.36,5,27.28,CUST-0114,N,Online,Card
DT-20240199,2024-06-16,Lagos,Electronics,Smart Watch,2,137.66,10,247.79,CUST-0070,N,In-Store,Card
DT-20240252,2024-06-16,Abuja,Clothing,Denim Jeans,1,39.22,0,39.22,CUST-0070,N,Marketplace,Cash
DT-20240254,2024-06-16,Lagos,Beauty & Health,Face Moisturiser,3,18.43,10,49.76,CUST-0064,Y,Online,Card
DT-20240077,2024-06-17,Benin City,Electronics,USB-C Hub,1,26.28,5,24.97,CUST-0137,N,Online,Card
DT-20240257,2024-06-18,Lagos,Beauty & Health,Face Moisturiser,1,20.5,5,19.47,CUST-0119,N,Marketplace,Card
DT-20240296,2024-06-18,Abuja,Food & Drink,Coffee Beans 1kg,1,20.69,0,20.69,CUST-0150,N,Marketplace,Bank Transfer
DT-20240396,2024-06-18,Lagos,Electronics,USB-C Hub,4,24.75,20,79.2,CUST-0038,N,Phone,Cash
DT-20240092,2024-06-19,Abuja,Beauty & Health,Vitamin C Serum,1,22.11,5,21.0,CUST-0033,N,Online,Card
DT-20240283,2024-06-21,Kaduna,Electronics,Bluetooth Speaker,1,36.38,5,34.56,CUST-0078,N,Phone,Card
DT-20240130,2024-06-22,Kaduna,Sports & Outdoors,Water Bottle,3,12.52,10,33.8,CUST-0045,N,In-Store,Card
DT-20240010,2024-06-23,Lagos,Beauty & Health,Face Moisturiser,1,19.72,15,16.76,CUST-0112,N,Online,Cash
DT-20240264,2024-06-23,Enugu,Electronics,Smart Watch,2,123.83,0,247.66,CUST-0083,N,Online,Cash
DT-20240423,2024-06-24,Enugu,Electronics,Wireless Headphones,3,49.07,0,147.21,CUST-0029,N,In-Store,Card
DT-20240468,2024-06-24,Port Harcourt,Clothing,Ankara Dress,3,43.96,0,131.88,CUST-0061,N,In-Store,Bank Transfer
DT-20240479,2024-06-24,Port Harcourt,Food & Drink,Herbal Tea Pack,4,10.31,0,41.24,CUST-0003,N,In-Store,
DT-20240483,2024-06-24,Jos,Clothing,Denim Jeans,3,39.35,5,112.15,CUST-0038,N,Phone,Cash
DT-20240003,2024-06-25,Ibadan,Clothing,Ankara Dress,6,43.65,0,261.9,CUST-0012,N,In-Store,Card
DT-20240161,2024-06-25,Jos,Clothing,Ankara Dress,3,44.42,5,126.6,CUST-0038,N,Online,Card
DT-20240175,2024-06-25,Enugu,Electronics,Bluetooth Speaker,4,36.95,5,140.41,CUST-0139,Y,Marketplace,
DT-20240342,2024-06-25,Lagos,Electronics,Wireless Headphones,2,51.21,5,97.3,CUST-0166,N,Online,Card
DT-20240353,2024-06-25,Port Harcourt,Food & Drink,Protein Powder,2,30.5,15,51.85,CUST-0124,Y,Online,Card
DT-20240484,2024-06-25,Lagos,Beauty & Health,Vitamin C Serum,1,24.14,0,24.14,CUST-0068,N,Online,Card
DT-20240110,2024-06-27,Abuja,Clothing,Ankara Dress,1,47.3,5,44.93,CUST-0166,N,Online,Card
DT-20240177,2024-06-27,Lagos,Beauty & Health,Vitamin C Serum,3,22.96,10,61.99,CUST-0138,N,Online,Bank Transfer
DT-20240333,2024-06-27,Abuja,Electronics,Smart Watch,4,132.29,0,529.16,CUST-0055,N,Online,Bank Transfer
DT-20240224,2024-06-28,Port Harcourt,Food & Drink,Coffee Beans 1kg,1,19.42,0,19.42,CUST-0153,N,Online,Card
DT-20240411,2024-06-29,Owerri,Sports & Outdoors,Water Bottle,2,13.02,0,26.04,CUST-0141,Y,Online,Bank Transfer
DT-20240005,2024-06-30,Lagos,Books & Stationery,Notebook A5,2,7.43,5,14.12,CUST-0069,N,In-Store,Card
DT-20240100,2024-06-30,Benin City,Sports & Outdoors,Yoga Mat,3,28.61,5,81.54,CUST-0109,N,In-Store,Card
DT-20240132,2024-07-01,Benin City,Clothing,Running Shoes,2,64.7,0,129.4,CUST-0013,N,Online,Card
DT-20240029,2024-07-02,Lagos,Electronics,Bluetooth Speaker,5,34.9,20,139.6,CUST-0064,N,Online,
DT-20240091,2024-07-02,Lagos,Home & Garden,Throw Blanket,1,31.83,10,28.65,CUST-0071,N,Online,Wallet
DT-20240253,2024-07-02,Jos,Electronics,Power Bank,1,19.27,0,19.27,CUST-0054,N,In-Store,Card
DT-20240351,2024-07-03,Kano,Sports & Outdoors,Yoga Mat,2,26.82,0,53.64,CUST-0117,Y,Online,Wallet
DT-20240354,2024-07-04,Ibadan,Toys & Games,Building Blocks,1,27.19,5,25.83,CUST-0031,N,Online,Card
DT-20240153,2024-07-06,Kaduna,Books & Stationery,Notebook A5,1,6.76,0,6.76,CUST-0051,N,Online,Bank Transfer
DT-20240233,2024-07-07,Benin City,Clothing,Denim Jeans,1,40.47,0,40.47,CUST-0036,N,Phone,Card
DT-20240408,2024-07-07,Kaduna,Home & Garden,Throw Blanket,3,30.32,0,90.96,CUST-0015,N,Online,Wallet
DT-20240137,2024-07-08,Abuja,Sports & Outdoors,Hiking Backpack,6,64.8,0,388.8,CUST-0020,N,In-Store,Bank Transfer
DT-20240291,2024-07-10,Port Harcourt,Food & Drink,Herbal Tea Pack,1,10.01,5,9.51,CUST-0153,N,Online,Cash
DT-20240319,2024-07-10,Enugu,Electronics,Smart Watch,2,123.53,5,234.71,CUST-0012,Y,In-Store,Bank Transfer
DT-20240050,2024-07-11,Kano,Sports & Outdoors,Yoga Mat,1,30.1,0,30.1,CUST-0051,N,In-Store,Bank Transfer
DT-20240120,2024-07-11,Lagos,Sports & Outdoors,Water Bottle,1,13.83,0,13.83,CUST-0047,N,Phone,Card
DT-20240290,2024-07-11,Benin City,Electronics,Power Bank,2,21.08,20,33.73,CUST-0118,N,In-Store,Bank Transfer
DT-20240270,2024-07-12,Abuja,Sports & Outdoors,Yoga Mat,4,27.99,20,89.57,CUST-0097,N,In-Store,Bank Transfer
DT-20240036,2024-07-13,Ibadan,Clothing,Running Shoes,3,59.53,5,169.66,CUST-0045,N,Online,Bank Transfer
DT-20240047,2024-07-13,Abuja,Electronics,USB-C Hub,1,24.33,0,24.33,CUST-0108,N,Online,Card
DT-20240157,2024-07-13,Lagos,Food & Drink,Herbal Tea Pack,2,9.56,5,18.16,CUST-0175,N,In-Store,Cash
DT-20240178,2024-07-13,Kaduna,Books & Stationery,Notebook A5,6,7.33,5,41.78,CUST-0064,N,Online,Bank Transfer
DT-20240426,2024-07-13,Port Harcourt,Food & Drink,Herbal Tea Pack,1,9.96,0,9.96,CUST-0026,Y,In-Store,Card
DT-20240009,2024-07-16,Kano,Home & Garden,Throw Blanket,1,31.85,0,31.85,CUST-0120,N,Marketplace,Bank Transfer
DT-20240202,2024-07-16,Lagos,Clothing,Running Shoes,1,57.8,5,54.91,CUST-0106,N,Online,Cash
DT-20240314,2024-07-16,Lagos,Sports & Outdoors,Water Bottle,3,12.5,0,37.5,CUST-0143,Y,In-Store,Bank Transfer
DT-20240328,2024-07-18,Abuja,Beauty & Health,Face Moisturiser,3,19.56,5,55.75,CUST-0179,N,In-Store,Bank Transfer
DT-20240497,2024-07-18,Owerri,Sports & Outdoors,Water Bottle,3,12.68,20,30.43,CUST-0162,N,In-Store,Card
DT-20240494,2024-07-19,Port Harcourt,Home & Garden,Cookware Set,5,92.98,10,418.41,CUST-0132,N,Phone,Cash
DT-20240046,2024-07-20,Ibadan,Sports & Outdoors,Water Bottle,2,12.62,0,25.24,CUST-0170,N,In-Store,Card
DT-20240023,2024-07-21,Lagos,Food & Drink,Herbal Tea Pack,5,10.17,0,50.85,CUST-0166,N,Online,Card
DT-20240231,2024-07-21,Ibadan,Beauty & Health,Face Moisturiser,1,19.66,0,19.66,CUST-0180,N,Online,Card
DT-20240032,2024-07-23,Abuja,Beauty & Health,Vitamin C Serum,4,22.89,15,77.83,CUST-0018,Y,Online,Bank Transfer
DT-20240148,2024-07-23,Lagos,Electronics,Power Bank,5,19.36,0,96.8,CUST-0095,N,Online,Card
DT-20240370,2024-07-25,Port Harcourt,Home & Garden,Cookware Set,6,89.56,0,537.36,CUST-0067,N,In-Store,Card
DT-20240356,2024-07-26,Ibadan,Food & Drink,Protein Powder,1,31.96,0,31.96,CUST-0145,N,Marketplace,Bank Transfer
DT-20240436,2024-07-26,Kaduna,Toys & Games,Building Blocks,2,29.75,0,59.5,CUST-0156,N,Online,Card
DT-20240499,2024-07-26,Lagos,Books & Stationery,Fountain Pen,1,18.28,0,18.28,CUST-0168,N,In-Store,Cash
DT-20240488,2024-07-29,Lagos,Clothing,Denim Jeans,1,39.62,0,39.62,CUST-0027,N,Online,
DT-20240163,2024-07-30,Abuja,Sports & Outdoors,Yoga Mat,3,27.47,5,78.29,CUST-0121,N,Phone,Card
DT-20240432,2024-07-30,Jos,Home & Garden,Cookware Set,2,86.88,15,147.7,CUST-0078,N,Marketplace,Cash
DT-20240467,2024-07-30,Abuja,Electronics,Wireless Headphones,3,49.61,10,133.95,CUST-0063,N,Marketplace,Bank Transfer
DT-20240108,2024-08-01,Abuja,Clothing,Running Shoes,5,64.17,5,304.81,CUST-0104,N,Online,Cash
DT-20240246,2024-08-01,Owerri,Books & Stationery,Notebook A5,5,7.14,10,32.13,CUST-0082,N,Online,Card
DT-20240218,2024-08-02,Ibadan,Food & Drink,Coffee Beans 1kg,2,19.3,0,38.6,CUST-0148,N,Online,Bank Transfer
DT-20240259,2024-08-02,Lagos,Electronics,Bluetooth Speaker,5,35.51,5,168.67,CUST-0135,N,Marketplace,Card
DT-20240020,2024-08-04,Enugu,Toys & Games,Board Game,6,34.96,0,209.76,CUST-0143,N,In-Store,Bank Transfer
DT-20240222,2024-08-05,Lagos,Home & Garden,Table Lamp,4,25.5,10,91.8,CUST-0168,N,Online,Card
DT-20240379,2024-08-05,Lagos,Electronics,Power Bank,1,19.67,20,15.74,CUST-0180,N,Online,Card
DT-20240476,2024-08-05,Ibadan,Toys & Games,Board Game,2,35.31,10,63.56,CUST-0148,N,In-Store,Card
DT-20240214,2024-08-06,Jos,Electronics,Smart Watch,4,139.2,5,528.96,CUST-0060,N,In-Store,Card
DT-20240447,2024-08-06,Benin City,Clothing,Cotton T-Shirt,1,14.42,0,14.42,CUST-0017,N,Online,Card
DT-20240235,2024-08-07,Abuja,Home & Garden,Throw Blanket,1,28.83,10,25.95,CUST-0036,N,In-Store,Card
DT-20240345,2024-08-07,Lagos,Home & Garden,Cookware Set,3,93.2,0,279.6,CUST-0081,N,Online,Cash
DT-20240360,2024-08-08,Port Harcourt,Home & Garden,Throw Blanket,2,32.01,0,64.02,CUST-0095,N,In-Store,Bank Transfer
DT-20240241,2024-08-10,Lagos,Sports & Outdoors,Yoga Mat,2,27.72,20,44.35,CUST-0157,N,Online,Card
DT-20240337,2024-08-10,Ibadan,Electronics,Smart Watch,2,138.11,0,276.22,CUST-0019,N,Online,Cash
DT-20240395,2024-08-12,Enugu,Electronics,Wireless Headphones,1,53.79,20,43.03,CUST-0060,N,Online,Card
DT-20240037,2024-08-14,Kano,Home & Garden,Throw Blanket,1,29.68,10,26.71,CUST-0055,N,Phone,Card
DT-20240112,2024-08-14,Ibadan,Toys & Games,Building Blocks,3,29.74,0,89.22,CUST-0071,N,Online,
DT-20240469,2024-08-15,Lagos,Sports & Outdoors,Water Bottle,2,13.31,5,25.29,CUST-0104,N,Online,Bank Transfer
DT-20240346,2024-08-16,Abuja,Sports & Outdoors,Hiking Backpack,2,64.08,10,115.34,CUST-0079,N,Online,Bank Transfer
DT-20240430,2024-08-17,Port Harcourt,Beauty & Health,Face Moisturiser,3,19.07,0,57.21,CUST-0053,N,In-Store,Bank Transfer
DT-20240184,2024-08-18,Benin City,Home & Garden,Throw Blanket,1,30.0,0,30.0,CUST-0024,N,Phone,
DT-20240386,2024-08-18,Kano,Clothing,Running Shoes,2,59.11,15,100.49,CUST-0048,N,Online,Bank Transfer
DT-20240098,2024-08-19,Benin City,Sports & Outdoors,Yoga Mat,3,29.69,10,80.16,CUST-0106,N,In-Store,Card
DT-20240076,2024-08-21,Lagos,Electronics,Power Bank,2,21.5,0,43.0,CUST-0037,N,In-Store,Card
DT-20240286,2024-08-21,Lagos,Home & Garden,Cookware Set,1,85.83,15,72.96,CUST-0093,N,Online,Card
DT-20240204,2024-08-22,Lagos,Home & Garden,Throw Blanket,6,29.9,10,161.46,CUST-0078,N,Online,Bank Transfer
DT-20240320,2024-08-22,Kaduna,Beauty & Health,Vitamin C Serum,3,22.16,0,66.48,CUST-0049,N,Online,Card
DT-20240052,2024-08-23,Enugu,Electronics,Bluetooth Speaker,2,33.3,5,63.27,CUST-0112,N,In-Store,Card
DT-20240247,2024-08-26,Benin City,Clothing,Cotton T-Shirt,4,14.59,20,46.69,CUST-0080,N,In-Store,Card
DT-20240425,2024-08-26,Ibadan,Food & Drink,Protein Powder,1,29.49,0,29.49,CUST-0003,N,In-Store,Card
DT-20240065,2024-08-27,Enugu,Electronics,Smart Watch,3,136.88,10,369.58,CUST-0180,N,Online,Bank Transfer
DT-20240141,2024-08-27,Kaduna,Electronics,Smart Watch,1,136.88,5,130.04,CUST-0142,N,Marketplace,Bank Transfer
DT-20240403,2024-08-27,Abuja,Sports & Outdoors,Water Bottle,3,12.84,0,38.52,CUST-0154,Y,In-Store,Card
DT-20240056,2024-08-30,Port Harcourt,Home & Garden,Throw Blanket,1,28.85,10,25.97,CUST-0089,N,In-Store,Bank Transfer
DT-20240099,2024-08-30,Lagos,Clothing,Cotton T-Shirt,2,14.85,0,29.7,CUST-0022,N,Online,Bank Transfer
DT-20240156,2024-08-30,Abuja,Clothing,Ankara Dress,3,47.4,10,127.98,CUST-0168,N,Phone,
DT-20240289,2024-08-30,Owerri,Food & Drink,Coffee Beans 1kg,2,20.68,15,35.16,CUST-0166,N,Phone,Bank Transfer
DT-20240155,2024-08-31,Kaduna,Food & Drink,Coffee Beans 1kg,2,20.53,5,39.01,CUST-0095,N,Online,Bank Transfer
DT-20240277,2024-08-31,Port Harcourt,Clothing,Denim Jeans,4,40.87,10,147.13,CUST-0061,N,Online,Bank Transfer
DT-20240090,2024-09-07,Ibadan,Sports & Outdoors,Water Bottle,4,13.05,0,52.2,CUST-0072,N,Online,Card
DT-20240189,2024-09-07,Jos,Electronics,Power Bank,2,21.16,10,38.09,CUST-0165,N,In-Store,Card
DT-20240299,2024-09-07,Kaduna,Clothing,Cotton T-Shirt,1,14.25,10,12.83,CUST-0023,N,Online,Cash
DT-20240302,2024-09-07,Abuja,Sports & Outdoors,Water Bottle,2,13.23,10,23.81,CUST-0049,N,Marketplace,Wallet
DT-20240498,2024-09-07,Kano,Toys & Games,Building Blocks,1,29.27,0,29.27,CUST-0139,N,In-Store,Bank Transfer
DT-20240059,2024-09-08,Lagos,Electronics,Wireless Headphones,3,53.82,10,145.31,CUST-0004,N,In-Store,Cash
DT-20240060,2024-09-08,Lagos,Home & Garden,Throw Blanket,1,32.25,15,27.41,CUST-0162,N,Online,Card
DT-20240203,2024-09-09,Lagos,Toys & Games,Board Game,1,35.84,0,35.84,CUST-0043,N,Online,Card
DT-20240248,2024-09-09,Jos,Electronics,Smart Watch,4,128.42,10,462.31,CUST-0051,N,In-Store,Card
DT-20240263,2024-09-09,Port Harcourt,Clothing,Cotton T-Shirt,2,15.61,5,29.66,CUST-0045,N,Online,Wallet
DT-20240221,2024-09-10,Port Harcourt,Electronics,Smart Watch,1,128.43,5,122.01,CUST-0029,N,Online,Bank Transfer
DT-20240187,2024-09-11,Kano,Clothing,Ankara Dress,2,44.97,0,89.94,CUST-0121,N,Online,Bank Transfer
DT-20240242,2024-09-11,Jos,Sports & Outdoors,Water Bottle,1,12.64,0,12.64,CUST-0134,N,Phone,
DT-20240268,2024-09-11,Lagos,Food & Drink,Protein Powder,5,30.84,20,123.36,CUST-0020,N,Marketplace,Bank Transfer
DT-20240293,2024-09-11,Jos,Electronics,Power Bank,2,20.04,0,40.08,CUST-0067,Y,Online,
DT-20240127,2024-09-12,Ibadan,Clothing,Ankara Dress,1,43.45,5,41.28,CUST-0005,N,In-Store,Card
DT-20240316,2024-09-12,Kano,Food & Drink,Coffee Beans 1kg,1,21.11,0,21.11,CUST-0031,Y,In-Store,Card
DT-20240321,2024-09-12,Lagos,Clothing,Cotton T-Shirt,2,15.75,10,28.35,CUST-0013,N,Online,Card
DT-20240041,2024-09-15,Kano,Food & Drink,Herbal Tea Pack,6,10.26,15,52.33,CUST-0141,N,Online,Cash
DT-20240024,2024-09-16,Abuja,Sports & Outdoors,Yoga Mat,3,26.62,5,75.87,CUST-0090,Y,Marketplace,Bank Transfer
DT-20240404,2024-09-16,Abuja,Electronics,Smart Watch,4,131.08,5,498.1,CUST-0048,Y,In-Store,Cash
DT-20240365,2024-09-17,Kano,Sports & Outdoors,Water Bottle,1,12.54,10,11.29,CUST-0087,N,In-Store,Card
DT-20240105,2024-09-19,Lagos,Electronics,Wireless Headphones,3,49.26,5,140.39,CUST-0111,N,In-Store,Card
DT-20240154,2024-09-20,Lagos,Electronics,Wireless Headphones,2,48.38,5,91.92,CUST-0157,N,Online,Bank Transfer
DT-20240305,2024-09-23,Abuja,Electronics,Smart Watch,3,126.96,0,380.88,CUST-0156,N,Online,Card
DT-20240454,2024-09-23,Abuja,Beauty & Health,Vitamin C Serum,4,23.22,15,78.95,CUST-0174,N,In-Store,
DT-20240115,2024-09-24,Ibadan,Clothing,Cotton T-Shirt,1,15.22,0,15.22,CUST-0094,N,Online,Bank Transfer
DT-20240306,2024-09-24,Jos,Toys & Games,Board Game,4,34.53,5,131.21,CUST-0092,N,Online,Cash
DT-20240449,2024-09-26,Port Harcourt,Sports & Outdoors,Water Bottle,6,13.92,0,83.52,CUST-0160,N,Online,Card
